HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Previous Names	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:11429	STX11	syntaxin 11	Approved				6q24.1	AF044309	
HGNC:11430	STX12	syntaxin 12	Approved			STX13, STX14	1p35.3	BC046999	NM_177424
HGNC:11431	STX16	syntaxin 16	Approved			hsyn16, SYN16	20q13.32	AF038897	NM_001001433
HGNC:11432	STX17	syntaxin 17	Approved			FLJ20651	9q31.1	AL834371	NM_017919
HGNC:15942	STX18	syntaxin 18	Approved			Ufe1	4p16.3-p16.2	AB028741	
HGNC:19300	STX19	syntaxin 19	Approved			MGC21382	3q11	AF461456	NM_001001850
HGNC:11444	STXBP1	syntaxin binding protein 1	Approved			hUNC18, MUNC18-1, UNC18, rbSec1	9q34.1	AF004563	NM_003165
HGNC:11445	STXBP2	syntaxin binding protein 2	Approved			UNC18B, Hunc18b	19p13.3-p13.2	U63533	NM_006949
HGNC:11446	STXBP3	syntaxin binding protein 3	Approved			UNC-18C	1p13.3	D63506	NM_007269
HGNC:19694	STXBP4	syntaxin binding protein 4	Approved			Synip, MGC50337	17q22	BC041485	NM_178509
HGNC:19665	STXBP5	syntaxin binding protein 5 (tomosyn)	Approved			tomosyn, LLGL3	6q24.3	AK055484	
HGNC:30757	STXBP5L	syntaxin binding protein 5-like	Approved			KIAA1006, LLGL4	3q13.33-q21.1	AB023223	
HGNC:19666	STXBP6	syntaxin binding protein 6 (amisyn)	Approved			amisyn, HSPC156	14q11.2	AF161505	
HGNC:18889	STYK1	serine/threonine/tyrosine kinase 1	Approved			SuRTK106, DKFZp761P1010, NOK	12p13.2	AF251059	NM_018423
HGNC:11447	STYX	serine/threonine/tyrosine interacting protein	Approved		"serine/threonine/tyrosine-interacting protein"		14q22.1		NM_145251
HGNC:18165	STYXL1	serine/threonine/tyrosine interacting-like 1	Approved	DUSP24	"dual specificity phosphatase 24 (putative)"	MK-STYX	7q11.23	AF069762	NM_016086
HGNC:19985	SUB1	SUB1 homolog (S. cerevisiae)	Approved			PC4, p15, p14	5p13.3	X79805	NM_006713
HGNC:11448	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit	Approved				13q12.2-q13.3	AF058953	
HGNC:11449	SUCLG1	succinate-CoA ligase, alpha subunit	Approved		"succinate-CoA ligase, GDP-forming, alpha subunit"		2p11.3	Z68204	NM_003849
HGNC:11450	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	Approved				3p14.3	AF058954	NM_003848
HGNC:4542	SUCNR1	succinate receptor 1	Approved	GPR91	"G protein-coupled receptor 91"		3q25.1	AF348078	NM_033050
HGNC:1240	SUCO	SUN domain containing ossification factor	Approved	C1orf9	"chromosome 1 open reading frame 9"	CH1, SLP1, OPT	1q24	AF097535	NM_016227
HGNC:29545	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)	Approved		"suppressor of defective silencing 3 homolog (SDS3, S. cerevisiae)"	SDS3, FLJ00052, SAP45	12q24.23	AK023801	NM_022491
HGNC:16466	SUFU	suppressor of fused homolog (Drosophila)	Approved			SUFUH, SUFUXL, PRO1280	10q24.32	AF175770	NM_016169
HGNC:16001	SUGCT	succinyl-CoA:glutarate-CoA transferase	Approved	C7orf10	"chromosome 7 open reading frame 10"	FLJ11808, ORF19, DERP13	7p14	AK021870	NM_024728
HGNC:18643	SUGP1	SURP and G patch domain containing 1	Approved	SF4	"splicing factor 4"	F23858, DKFZp434E2216, RBP	19p13	AF521128	NM_021164
HGNC:18641	SUGP2	SURP and G patch domain containing 2	Approved	SFRS14	"splicing factor, arginine/serine-rich 14"	KIAA0365	19p13	AB002363	NM_001017392
HGNC:16987	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	Approved			SGT1	13q14.3	AF068289	
HGNC:20391	SULF1	sulfatase 1	Approved			KIAA1077, SULF-1	8q13.2	AB029000	NM_015170
HGNC:20392	SULF2	sulfatase 2	Approved			KIAA1247, HSULF-2, SULF-2	20q13.12-q13.13	AY101176	NM_018837
HGNC:11453	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	Approved	STP, STP1		P-PST	16p12.1	U52852	NM_001055
HGNC:11454	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	Approved	STP2		HAST4	16p12.1	U34804	NM_001054
HGNC:11455	SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3	Approved	STM		TL-PST	16p11.2	U20499	NM_003166
HGNC:30004	SULT1A4	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4	Approved				16p11.2	L34160	NM_001017389
HGNC:17845	SULT1B1	sulfotransferase family, cytosolic, 1B, member 1	Approved			ST1B2	4q13.3	D89479	NM_014465
HGNC:11456	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	Approved	SULT1C1	"sulfotransferase family, cytosolic, 1C, member 1"	ST1C1	2q12.3	U66036, AF186255	NM_176825
HGNC:33543	SULT1C3	sulfotransferase family, cytosolic, 1C, member 3	Approved				2q12.3	BC146362	NM_001008743
HGNC:11457	SULT1C4	sulfotransferase family, cytosolic, 1C, member 4	Approved	SULT1C2	"sulfotransferase family, cytosolic, 1C, member 2"	SULT1C	2q12.3	AF055584	NM_006588
HGNC:11377	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	Approved	STE	"sulfotransferase, estrogen-preferring"	EST	4q13.1	BC027956	NM_005420
HGNC:11458	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	Approved	STD		DHEA-ST	19q13.3	X70222	NM_003167
HGNC:11459	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	Approved			HSST2	19q13.3	U92314	NM_004605
HGNC:14903	SULT4A1	sulfotransferase family 4A, member 1	Approved			SULTX3, hBR-STL-1	22q13.2	AF188698	NM_014351
HGNC:33433	SULT6B1	sulfotransferase family, cytosolic, 6B, member 1	Approved				2p22.2	AY289770, AY289774	NM_001032377
HGNC:20376	SUMF1	sulfatase modifying factor 1	Approved			FGE, UNQ3037	3p26.1	BC017005	NM_182760
HGNC:20415	SUMF2	sulfatase modifying factor 2	Approved			DKFZp566I1024	7q11.1	AK075477	NM_015411
HGNC:12502	SUMO1	small ubiquitin-like modifier 1	Approved	UBL1	"ubiquitin-like 1 (sentrin)", "SMT3 suppressor of mif two 3 homolog 1 (yeast)", "SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)"	PIC1, GMP1, SMT3C, SUMO-1, SMT3H3, OFC10	2q33	U38784	NM_003352
HGNC:11125	SUMO2	small ubiquitin-like modifier 2	Approved	SMT3H2	"SMT3 (suppressor of mif two 3, yeast) homolog 2", "SMT3 suppressor of mif two 3 homolog 2 (yeast)", "SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)"	SMT3B	17q25		NM_006937
HGNC:11124	SUMO3	small ubiquitin-like modifier 3	Approved	SMT3H1	"SMT3 (suppressor of mif two 3, yeast) homolog 1", "SMT3 suppressor of mif two 3 homolog 3 (yeast)", "SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)"	SMT3A	21q22.3		
HGNC:21181	SUMO4	small ubiquitin-like modifier 4	Approved	SMT3H4, IDDM5	"SMT3 suppressor of mif two 3 homolog 4 (yeast)", "SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)", "insulin-dependent diabetes mellitus 5"	dJ281H8.4	6q25.1		
HGNC:18587	SUN1	Sad1 and UNC84 domain containing 1	Approved	UNC84A	"unc-84 homolog A (C. elegans)"	KIAA0810, FLJ12407	7p22.3	AF202724	NM_025154
HGNC:14210	SUN2	Sad1 and UNC84 domain containing 2	Approved	UNC84B	"unc-84 homolog B (C. elegans)"		22q12-q13	AF202723	XM_039332
HGNC:22429	SUN3	Sad1 and UNC84 domain containing 3	Approved	SUNC1	"Sad1 and UNC84 domain containing 1"	MGC33329	7p12.3	AF429967	NM_152782
HGNC:16252	SUN5	Sad1 and UNC84 domain containing 5	Approved	SPAG4L	"sperm associated antigen 4-like"	dJ726C3.1, TSARG4	20q11.21	AL121756	NM_080675
HGNC:11460	SUOX	sulfite oxidase	Approved				12q13.13	BC065193	NM_000456
HGNC:11466	SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	Approved		"suppressor of Ty (S.cerevisiae) 3 homolog"	SPT3, SPT3L	6p21.1-p12.3	AF069734	NM_181356
HGNC:11467	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	Approved	SUPT4H	"suppressor of Ty (S.cerevisiae) 4 homolog 1"	SPT4H	17q22	U38817	NM_003168
HGNC:11469	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	Approved		"suppressor of Ty (S.cerevisiae) 5 homolog"	SPT5H, SPT5, FLJ34157	19q13	U56402	NM_003169
HGNC:11470	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	Approved		"suppressor of Ty (S.cerevisiae) 6 homolog"	KIAA0162, SPT6H	17q11.2	U38658	NM_003170
HGNC:30632	SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	Approved			STAF65, gamma, KIAA0764, SPT7L	2p23.3	AF197954	NM_014860
HGNC:11465	SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)	Approved		"suppressor of Ty (S.cerevisiae) 16 homolog"	FACT, FACTP140, SPT16/CDC68, FLJ14010, FLJ10857, CDC68	14q11.1	AF152961	
HGNC:20596	SUPT20H	suppressor of Ty 20 homolog (S. cerevisiae)	Approved	C13orf19, FAM48A	"chromosome 13 open reading frame 19", "family with sequence similarity 48, member A"	SPT20, bA421P11.4, P38IP	13q13	AF093250	NM_017569
HGNC:30773	SUPT20HL1	suppressor of Ty 20 homolog (S. cerevisiae)-like 1	Approved	FAM48B1	"family with sequence similarity 48, member B1"		Xp22.11		NM_001136234
HGNC:11471	SUPV3L1	suppressor of var1, 3-like 1 (S. cerevisiae)	Approved		"suppressor of var1 (S.cerevisiae) 3-like 1"	SUV3	10q22.1	AF042169	NM_003171
HGNC:11474	SURF1	surfeit 1	Approved				9q33-q34		NM_003172
HGNC:11475	SURF2	surfeit 2	Approved				9q33-q34		NM_017503
HGNC:11476	SURF4	surfeit 4	Approved			ERV29, FLJ22993, MGC102753	9q33-q34		NM_033161
HGNC:11478	SURF6	surfeit 6	Approved			FLJ30322, RRP14	9q33-q34	AF186772	NM_006753
HGNC:25413	SUSD1	sushi domain containing 1	Approved			DKFZP761E1824	9q31.3-q32	AL137432	NM_022486
HGNC:30667	SUSD2	sushi domain containing 2	Approved			BK65A6.2, FLJ22778	22q11-q12	AK026431	NM_019601
HGNC:28391	SUSD3	sushi domain containing 3	Approved			MGC26847	9q22.32	AK128289	NM_145006
HGNC:25470	SUSD4	sushi domain containing 4	Approved			FLJ10052	1q41	AK096265	NM_017982
HGNC:29061	SUSD5	sushi domain containing 5	Approved			KIAA0527	3p23	AB011099	XM_171054
HGNC:11479	SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	Approved	SUV39H	"suppressor of variegation 3-9 (Drosophila) homolog 1"	KMT1A	Xp11.23	AF019968	NM_003173
HGNC:17287	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	Approved			FLJ23414, KMT1B	10p13	AK027067	NM_024670
HGNC:24283	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	Approved			CGI-85, KMT5B	11q13.2	AL512763	NM_017635
HGNC:28405	SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila)	Approved			MGC2705, KMT5C	19q13.42	BC005842	NM_032701
HGNC:17101	SUZ12	SUZ12 polycomb repressive complex 2 subunit	Approved		"suppressor of zeste 12 homolog (Drosophila)"	JJAZ1, KIAA0160, CHET9	17q21	D63881	NM_015355
HGNC:20566	SV2A	synaptic vesicle glycoprotein 2A	Approved			SV2, KIAA0736	1q21.2	AB018279	
HGNC:16874	SV2B	synaptic vesicle glycoprotein 2B	Approved			KIAA0735, HsT19680	15q26.1	AB018278	NM_014848
HGNC:30670	SV2C	synaptic vesicle glycoprotein 2C	Approved				5q13	AB028977	
HGNC:15985	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	Approved	C9orf13	"chromosome 9 open reading frame 13"	bA427L11.3, POLYDOM, FLJ13529	9q31-q32	AK027870	
HGNC:11480	SVIL	supervillin	Approved				10p11.2	AF051851	
HGNC:25238	SVIP	small VCP/p97-interacting protein	Approved			DKFZp313A2432	11p14.2	AF527534	NM_148893
HGNC:25417	SVOP	SV2 related protein homolog (rat)	Approved			DKFZp761H039	12q24.11	BC033587	NM_018711
HGNC:27034	SVOPL	SVOP-like	Approved		"SV2 related protein homolog (rat)-like"	MGC46715	7q34	BC036796	NM_174959
HGNC:17070	SWAP70	SWAP switching B-cell complex 70kDa subunit	Approved			KIAA0640, SWAP-70	11p15	AB014540	NM_015055
HGNC:31412	SWI5	SWI5 recombination repair homolog (yeast)	Approved	C9orf119	"chromosome 9 open reading frame 119"	bA395P17.9	9q34.13	BC029911	NM_001040011
HGNC:26638	SWSAP1	SWIM-type zinc finger 7 associated protein 1	Approved	C19orf39	"chromosome 19 open reading frame 39"	FLJ35119, ZSWIM7AP1, SWS1AP1	19p13.2	AK092438	NM_175871
HGNC:16785	SWT1	SWT1 RNA endoribonuclease homolog (S. cerevisiae)	Approved	C1orf26	"chromosome 1 open reading frame 26"	FLJ20121, HsSwt1	1q25	AF288392	NM_017673
HGNC:16273	SYAP1	synapse associated protein 1	Approved			FLJ14495, PRO3113	Xp22.31	AF338728	NM_032796
HGNC:26011	SYBU	syntabulin (syntaxin-interacting)	Approved			FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL	8q23.2	AB040905	NM_017786
HGNC:28852	SYCE1	synaptonemal complex central element protein 1	Approved	C10orf94	"chromosome 10 open reading frame 94"	bA108K14.6, CT76	10q26.3	AY027808	NM_201564
HGNC:37236	SYCE1L	synaptonemal complex central element protein 1-like	Approved			MRP2	16q23.1		NM_001129979
HGNC:27411	SYCE2	synaptonemal complex central element protein 2	Approved			CESC1	19p13.13	AK097443	XM_497609
HGNC:35245	SYCE3	synaptonemal complex central element protein 3	Approved	C22orf41	"chromosome 22 open reading frame 41"		22q13.33		NM_001123225
HGNC:18442	SYCN	syncollin	Approved	INSSA1	"insulin synthesis associated 1"	SYL, FLJ27441	19q13.2	BC039541	
HGNC:11487	SYCP1	synaptonemal complex protein 1	Approved			HOM-TES-14, SCP1, CT8	1p13-p12	D67035	NM_003176
HGNC:11490	SYCP2	synaptonemal complex protein 2	Approved			SCP2	20q13.33	Y08982	NM_014258
HGNC:21537	SYCP2L	synaptonemal complex protein 2-like	Approved	C6orf177	"chromosome 6 open reading frame 177"	dJ62D2.1, NO145	6p24.2	AK128130	NM_194299
HGNC:18130	SYCP3	synaptonemal complex protein 3	Approved				12q23.2	AF492003, AI075991	NM_153694
HGNC:25824	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	Approved			7h3, FLJ13511	19p13.12	BC029926	NM_033025
HGNC:25841	SYDE2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	Approved			FLJ13815	1p22.3	AL834286	
HGNC:19824	SYF2	SYF2 pre-mRNA-splicing factor	Approved	CBPIN	"CCNDBP1 interactor", "SYF2 homolog, RNA splicing factor (S. cerevisiae)"	p29, DKFZp564O2082, NTC31, fSAP29	1p36.11	AF273089	NM_015484
HGNC:11491	SYK	spleen tyrosine kinase	Approved				9q22	L28824	
HGNC:22935	SYMPK	symplekin	Approved			SYM, SPK	19q13.3	U49240	NM_004819
HGNC:11494	SYN1	synapsin I	Approved				Xp11.2		NM_006950
HGNC:11495	SYN2	synapsin II	Approved			SYNII, SYNIIa, SYNIIb	3p25.2		NM_133625
HGNC:11496	SYN3	synapsin III	Approved				22q12.3	AF046873	
HGNC:28897	SYNC	syncoilin, intermediate filament protein	Approved	SYNC1	"syncoilin, intermediate filament 1"	SYNCOILIN	1p35.1	AK024707	NM_030786
HGNC:16918	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Approved			NSAP1, GRY-RBP, dJ3J17.2, HNRPQ1, hnRNP-Q, HNRNPQ	6q14-q15	AF037448	NM_006372
HGNC:15885	SYNDIG1	synapse differentiation inducing 1	Approved	C20orf39, TMEM90B	"chromosome 20 open reading frame 39", "transmembrane protein 90B"	FLJ14220, IFITMD5, SynDIG1	20p11.21	AK024282	NM_024893
HGNC:32388	SYNDIG1L	synapse differentiation inducing 1-like	Approved	TMEM90A	"transmembrane protein 90A"	capucin, IFITMD4	14q24.3		XM_938515
HGNC:17089	SYNE1	spectrin repeat containing, nuclear envelope 1	Approved	C6orf98	"chromosome 6 open reading frame 98"	SYNE-1B, KIAA0796, 8B, Nesprin-1, enaptin, MYNE1, CPG2, dJ45H2.2, SCAR8, ARCA1, Nesp1	6q24.2-q25.3	AB018339	NM_182961
HGNC:17084	SYNE2	spectrin repeat containing, nuclear envelope 2	Approved			SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2	14q22.1-q22.3	AB023228	NM_182914
HGNC:19861	SYNE3	spectrin repeat containing, nuclear envelope family member 3	Approved	C14orf49	"chromosome 14 open reading frame 49"	FLJ25605, NET53, Nesprin-3, Nesp3	14q32.13	AK098471	NM_152592
HGNC:26703	SYNE4	spectrin repeat containing, nuclear envelope family member 4	Approved	C19orf46, DFNB76	"chromosome 19 open reading frame 46", "deafness, autosomal recessive 76"	FLJ36445, Nesprin-4, Nesp4	19q13.12	BC038360	NM_001039876
HGNC:11497	SYNGAP1	synaptic Ras GTPase activating protein 1	Approved		"synaptic Ras GTPase activating protein 1 homolog (rat)"	SYNGAP, RASA5, KIAA1938	6p21.3	AB067525	XM_166407
HGNC:11498	SYNGR1	synaptogyrin 1	Approved				22q13	AJ002303	NM_004711
HGNC:11499	SYNGR2	synaptogyrin 2	Approved				17q25.3	AJ002308	
HGNC:11501	SYNGR3	synaptogyrin 3	Approved				16p13.3	AJ002309	
HGNC:11502	SYNGR4	synaptogyrin 4	Approved				19q13.3	AJ011733	
HGNC:11503	SYNJ1	synaptojanin 1	Approved			INPP5G	21q22.2	AF009040	
HGNC:11504	SYNJ2	synaptojanin 2	Approved			INPP5H	6q25.3	AB002346	
HGNC:18955	SYNJ2BP	synaptojanin 2 binding protein	Approved			Arip2	14q24.2	AK002133	NM_018373
HGNC:24466	SYNM	synemin, intermediate filament protein	Approved	DMN	"desmuslin"	KIAA0353, SYN	15q26.3	AK026420	NM_145728
HGNC:30672	SYNPO	synaptopodin	Approved			KIAA1029	5q33.1	AF499137	NM_007286
HGNC:17732	SYNPO2	synaptopodin 2	Approved			MYOPODIN	4q26	AJ010482	
HGNC:23532	SYNPO2L	synaptopodin 2-like	Approved			FLJ12921	10q22.3	AK022983	NM_024875
HGNC:16507	SYNPR	synaptoporin	Approved			MGC26651, SPO	3p14.3	AF411860	
HGNC:557	SYNRG	synergin, gamma	Approved	AP1GBP1	"AP1 gamma subunit binding protein 1"	SYNG, MGC104959	17q12	AF169548	NM_007247
HGNC:11506	SYP	synaptophysin	Approved			MRX96	Xp11.23-p11.22	X06389	NM_003179
HGNC:11507	SYPL1	synaptophysin-like 1	Approved	SYPL	"synaptophysin-like protein"		7q22.2		
HGNC:27638	SYPL2	synaptophysin-like 2	Approved			Mg29	1p13.3	AK131459	NM_001006603
HGNC:16162	SYS1	Sys1 golgi trafficking protein	Approved	C20orf169	"chromosome 20 open reading frame 169", "SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)"	dJ453C12.4	20q13.12	AL021578	NM_033542
HGNC:11509	SYT1	synaptotagmin I	Approved	SYT, SVP65		P65	12q21.2		NM_005639
HGNC:11510	SYT2	synaptotagmin II	Approved				1q32.1	AK090672	NM_177402
HGNC:11511	SYT3	synaptotagmin III	Approved				19q13.33	AL136594	NM_032298
HGNC:11512	SYT4	synaptotagmin IV	Approved			KIAA1342, HsT1192	18q12.3	BC036538	NM_020783
HGNC:11513	SYT5	synaptotagmin V	Approved				19q13.42	X96783	NM_003180
HGNC:18638	SYT6	synaptotagmin VI	Approved				1p13.1		NM_205848
HGNC:11514	SYT7	synaptotagmin VII	Approved	PCANAP7	"prostate cancer associated protein 7"	IPCA-7, SYT-VII, MGC150517	11q12-q13.1	AF038535	NM_004200
HGNC:19264	SYT8	synaptotagmin VIII	Approved			DKFZp434K0322	11p15.5	AL137708	
HGNC:19265	SYT9	synaptotagmin IX	Approved				11p15.4	AK055003	NM_175733
HGNC:19266	SYT10	synaptotagmin X	Approved				12p11	AY198413	NM_198992
HGNC:19239	SYT11	synaptotagmin XI	Approved			KIAA0080, MGC10881, MGC17226, DKFZp781D015	1q22	D38522	NM_152280
HGNC:18381	SYT12	synaptotagmin XII	Approved			SRG1	11q13.2	AK024280	NM_177963
HGNC:14962	SYT13	synaptotagmin XIII	Approved			KIAA1427	11p12-p11	AB037848	NM_020826
HGNC:23143	SYT14	synaptotagmin XIV	Approved			sytXIV, FLJ34198	1q32.2	AK091517	NM_153262
HGNC:17167	SYT15	synaptotagmin XV	Approved			CHR10SYT	10q11.1	AJ303363	NM_031912
HGNC:23142	SYT16	synaptotagmin XVI	Approved	SYT14L	"synaptotagmin XIV-like"	yt14r, CHR14SYT, Strep14	14q23.2	BC040924	NM_031914
HGNC:24119	SYT17	synaptotagmin XVII	Approved				16p12.3		NM_016524
HGNC:15584	SYTL1	synaptotagmin-like 1	Approved			SLP1, JFC1, FLJ14996, exophilin-7	1p35.3	AK027902	NM_032872
HGNC:15585	SYTL2	synaptotagmin-like 2	Approved			FLJ20163, FLJ21219, KIAA1597, exophilin-4, CHR11SYT, SLP2, SGA72M, MGC102768, PPP1R151	11q14.1	AJ303364	NM_206927
HGNC:15587	SYTL3	synaptotagmin-like 3	Approved			SLP3, exophilin-6	6q25.3	AK055750	
HGNC:15588	SYTL4	synaptotagmin-like 4	Approved				Xq21.33		NM_080737
HGNC:15589	SYTL5	synaptotagmin-like 5	Approved				Xp21.1		NM_138780
HGNC:20738	SYVN1	synovial apoptosis inhibitor 1, synoviolin	Approved			HRD1, DER3	11q13	AB085847	NM_032431
HGNC:30232	SZRD1	SUZ RNA binding domain containing 1	Approved	C1orf144	"chromosome 1 open reading frame 144"	DKFZp566C0424	1p36.13	BC010631	NM_015609
HGNC:29040	SZT2	seizure threshold 2 homolog (mouse)	Approved	C1orf84, KIAA0467	"chromosome 1 open reading frame 84", "KIAA0467"	FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A	1p34.2	AB007936	NM_015284
HGNC:11515	T	T, brachyury homolog (mouse)	Approved		"T brachyury (mouse) homolog"		6q27	AJ001699	NM_003181
HGNC:17734	TAAR1	trace amine associated receptor 1	Approved	TRAR1	"trace amine receptor 1"	TAR1, TA1	6q23.1	AY180374	NM_138327
HGNC:4514	TAAR2	trace amine associated receptor 2	Approved	GPR58	"G protein-coupled receptor 58"		6q24	AF112460	NM_014626
HGNC:4513	TAAR3	trace amine associated receptor 3 (gene/pseudogene)	Approved	GPR57	"G protein-coupled receptor 57", "trace amine associated receptor 3"		6q23-q24	AF112461	
HGNC:30236	TAAR5	trace amine associated receptor 5	Approved			PNR	6q23.2	AF021818	NM_003967
HGNC:20978	TAAR6	trace amine associated receptor 6	Approved	TRAR4	"trace amine receptor 4"	TA4	6q23.1	AF380192	NM_175067
HGNC:14964	TAAR8	trace amine associated receptor 8	Approved	GPR102, TRAR5	"trace amine receptor 5"	TA5, TAR5	6q23.2	AF380193	NM_053278
HGNC:20977	TAAR9	trace amine associated receptor 9 (gene/pseudogene)	Approved	TRAR3	"trace amine receptor 3", "trace amine associated receptor 9"	TA3, TAR3	6q23.2	AF380189	NM_175057
HGNC:18157	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	Approved	MAP3K7IP1	"mitogen-activated protein kinase kinase kinase 7 interacting protein 1"		22q13.1	U49928	NM_153497
HGNC:17075	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Approved	MAP3K7IP2	"mitogen-activated protein kinase kinase kinase 7 interacting protein 2"	KIAA0733	6q25.1	AF241230	
HGNC:30681	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	Approved	MAP3K7IP3	"mitogen-activated protein kinase kinase kinase 7 interacting protein 3"		Xp21.2	AY331591	NM_152787
HGNC:11517	TAC1	tachykinin, precursor 1	Approved	TAC2, NKNA	"tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"	NPK	7q21-q22	M68907	NM_003182
HGNC:11521	TAC3	tachykinin 3	Approved	NKNB	"neuromedin K", "neurokinin beta"	ZNEUROK1, NKB	12q13-q21	AF186112	NM_001006667
HGNC:16641	TAC4	tachykinin 4 (hemokinin)	Approved			HK-1, Pptc, PPT-C	17q21.33	AF521560	NM_170685
HGNC:11522	TACC1	transforming, acidic coiled-coil containing protein 1	Approved				8p11	AF049910	NM_006283
HGNC:11523	TACC2	transforming, acidic coiled-coil containing protein 2	Approved			AZU-1	10q26	AF095791	
HGNC:11524	TACC3	transforming, acidic coiled-coil containing protein 3	Approved			ERIC1	4p16.3	AF093543	
HGNC:24316	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	Approved	CCDC44	"coiled-coil domain containing 44"		17q23.3	BC005049	NM_016360
HGNC:11526	TACR1	tachykinin receptor 1	Approved	TAC1R		SPR, NK1R, NKIR	2p13.1-p12	M76675	NM_001058
HGNC:11527	TACR2	tachykinin receptor 2	Approved	TAC2R, NKNAR		SKR, NK2R	10q22.1		
HGNC:11528	TACR3	tachykinin receptor 3	Approved			NK3R	4q25	M89473	NM_001059
HGNC:11530	TACSTD2	tumor-associated calcium signal transducer 2	Approved	M1S1		TROP2, GA733-1, EGP-1	1p32	X77753	NM_002353
HGNC:30631	TADA1	transcriptional adaptor 1	Approved	TADA1L	"transcriptional adaptor 1 (HFI1 homolog, yeast)-like", "transcriptional adaptor 1 (HFI1 homolog, yeast)"	STAF42, ADA1, hADA1, HFI1	1q24.1	BC015401	NM_053053
HGNC:11531	TADA2A	transcriptional adaptor 2A	Approved	TADA2L	"transcriptional adaptor 2 (ADA2 homolog, yeast)-like"	ADA2, hADA2, ADA2A	17q12-q21	AK022767	NM_001488
HGNC:30781	TADA2B	transcriptional adaptor 2B	Approved			MGC21874	4p16.1	AK026299	NM_152293
HGNC:19422	TADA3	transcriptional adaptor 3	Approved	TADA3L	"transcriptional adaptor 3 (NGG1 homolog, yeast)-like"	FLJ20221, FLJ21329, ADA3, hADA3, NGG1	3p25.3	AF069733	
HGNC:11535	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	Approved	TAF2A, BA2R, CCG1, CCGS, DYT3	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, A, 250kD", "dystonia 3 (with Parkinsonism)"	NSCL2, TAFII250, KAT4, DYT3/TAF1	Xq13.1		NM_004606
HGNC:11532	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	Approved		"TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kD"	TAFI48, SL1	1q42	L39060	NM_005681
HGNC:11533	TAF1B	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	Approved		"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kD"	TAFI63, SL1, RAF1B, RAFI63	2p25	L39061	NM_005680
HGNC:11534	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa	Approved		"TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kD"	TAFI110, TAFI95, SL1, MGC:39976	16q24	L39059	NM_139353
